Name,Link,MRP,DiscountedPrice,DiscountPercent
Toor Dal/Arhar Dal - Rich In Protein + Unpolished Urad Dal - Whole 1 Kg,https://www.bigbasket.com/pd/1221502/tata-sampann-toor-dalarhar-dal-rich-in-protein-unpolished-urad-dal-whole-1-kg-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,398,324.10,19
Phool Makhana,https://www.bigbasket.com/pd/40133681/bb-popular-phool-makhana-100-g-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,120,80,33
Phool Makhana,https://www.bigbasket.com/pd/40133681/bb-popular-phool-makhana-100-g-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,120,80,33
Mustard/Sasive/Rai - Big,https://www.bigbasket.com/pd/40030811/bb-royal-mustardrai-big-1-kg/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,300,161,46
Chana - Kabuli/Kabuli Kadale,https://www.bigbasket.com/pd/40003555/bb-popular-channa-kabuli-200-g-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,53,31,42
Chana - Kabuli/Kabuli Kadale,https://www.bigbasket.com/pd/40003555/bb-popular-channa-kabuli-200-g-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,53,31,42
"Chilli - Byadagi, Stemless",https://www.bigbasket.com/pd/40018893/bb-royal-chilli-byadagi-stemless-500-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,600,397,34
Jaggery/Bella Round,https://www.bigbasket.com/pd/10000489/bb-royal-jaggery-round-1-kg/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,100,77,23
"Organic - Mustard/Sasive/Rai, Small",https://www.bigbasket.com/pd/40135853/bb-royal-organic-mustardrai-small-500-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,105,95,10
"Toor Dal/Arhar Dal - Rich In Protein, For Homemade Meals + Unpolished Chana Dal",https://www.bigbasket.com/pd/1221500/tata-sampann-toor-dalarhar-dal-rich-in-protein-for-homemade-meals-unpolished-chana-dal-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,324,245,24
Powder - Asafoetida,https://www.bigbasket.com/pd/40000620/lg-powder-asafoetida-50-g-bottle/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,85,66.50,22
Powder - Asafoetida,https://www.bigbasket.com/pd/40000620/lg-powder-asafoetida-50-g-bottle/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,85,66.50,22
Dhara Oil - Mustard (Kachi Ghani) 5 L Can + Get BB Popular Sugar 1 kg,https://www.bigbasket.com/pd/1212181/bb-combo-dhara-oil-mustard-kachi-ghani-5-l-can-get-bb-popular-sugar-1-kg-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,1205,925,23
Atta/Godihittu - Chakki Fresh,https://www.bigbasket.com/pd/124657/pillsbury-atta-chakki-fresh-10-kg-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,576,461,20
Sunflower Refined Oil - Sun Lite,https://www.bigbasket.com/pd/1204455/fortune-sunflower-refined-oil-sun-lite-3x910-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,420,381,39
BB Popular Channa Dal 1 kg + Urad Dal - Split 1 kg+BB Royal Rice - Dosa 2 kg,https://www.bigbasket.com/pd/1206907/bb-combo-bb-popular-channa-dal-1-kg-urad-dal-split-1-kgbb-royal-rice-dosa-2-kg-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,435,329,24
Cardamom Green/Elakki,https://www.bigbasket.com/pd/40072499/bb-royal-organic-cardamomelachi-green-50-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,225,142,37
Cold Pressed Sunflower Cooking Oil - Cooks Indian Dishes,https://www.bigbasket.com/pd/1220933/bb-royal-organic-cold-pressed-sunflower-cooking-oil-cooks-indian-dishes-3x1l/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,1290,1020,21
Poha/Avalakki - Medium,https://www.bigbasket.com/pd/40105916/bb-royal-avalakki-medium-1-kg/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,100,57,43
Masala - Puliogare Powder,https://www.bigbasket.com/pd/268035/mtr-masala-puliogare-powder-200-g-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,135,110,19
"Cashew/Kaju Whole 500gm + Raisins Indian 500gm+Almond Californian, Giri 500gm",https://www.bigbasket.com/pd/1206894/bb-popular-cashewkaju-whole-500gm-raisins-indian-500gmalmond-californian-giri-500gm-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,1600,881,45
"Almond/Badam - Californian, Giri 200gm + Cashew Whole 200gm+Raisins Indian 200gm",https://www.bigbasket.com/pd/1206889/bb-popular-almondbadam-californian-giri-200gm-cashew-whole-200gmraisins-indian-200gm-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,640,403,37
Cashew/Kaju Whole Small W320 500g + Raisins/Kishmish - Indian 500g,https://www.bigbasket.com/pd/1202402/bb-popular-cashewkaju-whole-small-w320-500g-raisinskishmish-indian-500g-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,1000,547,45
Tamarind/Imli,https://www.bigbasket.com/pd/40067283/bb-popular-tamarindimli-deseeded-1-kg-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,300,223,26
Unpolished Urad Dal - Whole,https://www.bigbasket.com/pd/40017980/tata-sampann-unpolished-urad-dal-whole-500-g-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,100,90,10
"White Thick Poha - High In Fibre, For Breakfast & Evening Tea",https://www.bigbasket.com/pd/40220133/tata-sampann-white-thick-poha-high-in-fibre-1-kg-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,96,81.60,15
Cashew/Godambi - Broken,https://www.bigbasket.com/pd/40112397/bb-popular-cashewkaju-broken-500-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,600,390,35
Roasted Sooji/Rava,https://www.bigbasket.com/pd/40064889/bb-royal-roasted-soojirava-1-kg-0/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,80,56,30
Organic - Sona Masoori Raw Rice/Akki,https://www.bigbasket.com/pd/40072489/bb-royal-organic-sona-masoori-raw-rice-5-kg/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,525,347,34
Chiroti/Barik Sooji,https://www.bigbasket.com/pd/40018892/bb-royal-chiroti-sooji-1-kg-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,65,53,18
Sugar Pure & Hygienic 1 kg + BB Royal Basmati Rice Rozana - Premium 5 kg,https://www.bigbasket.com/pd/1221838/madhur-madhur-sugar-pure-hygienic-1-kg-bb-royal-basmati-rice-rozana-premium-5-kg-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,635,484,24
Olive Oil For Indian Cooking - Frying & Baking,https://www.bigbasket.com/pd/1211853/borges-olive-oil-extra-light-2x2-l/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,5200,2802,46
Anjeer/Figs/Atti Hannu,https://www.bigbasket.com/pd/40112518/bb-popular-anjeer-figs-500-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,1250,731,42
Sabudana - White Medium,https://www.bigbasket.com/pd/30000215/bb-royal-sabudana-white-medium-1-kg-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,140,113,19
Maida,https://www.bigbasket.com/pd/40044729/bb-royal-maida-2-kg-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,130,89,32
Organic - Cinnamon/Chakke,https://www.bigbasket.com/pd/40075299/bb-royal-organic-cinnamondalchini-20-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,27,22,19
Sugar - Pure & Hygienic 1 kg + BB Royal Atta With 9 Multigrain 10 kg,https://www.bigbasket.com/pd/1221835/madhur-sugar-pure-hygienic-1-kg-bb-royal-atta-with-9-multigrain-10-kg-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,710,570,20
Til/Ellu - White,https://www.bigbasket.com/pd/30009180/bb-royal-til-white-500-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,250,184,26
Til/Ellu - White,https://www.bigbasket.com/pd/30009180/bb-royal-til-white-500-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,250,184,26
Phool Makhana,https://www.bigbasket.com/pd/40128952/bb-royal-phool-makhana-200-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,300,185,38
Rice/Akki Surti Kolam,https://www.bigbasket.com/pd/30000230/bb-royal-rice-surti-kolam-10-kg-bag/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,900,739,18
Rice/Akki Surti Kolam,https://www.bigbasket.com/pd/30010023/bb-royal-rice-surti-kolam-25-kg-bag/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,2250,1843,18
Refined Sunflower Oil - With Nutri Fresh Technology,https://www.bigbasket.com/pd/274132/gemini-sunflower-oil-with-nutri-fresh-technology-1-l-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,175,141,19
Fennel/Saunf/Sompu - Big,https://www.bigbasket.com/pd/40133697/bb-popular-fennelsaunf-big-100-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,50,39,22
Himalayan Pink Rock Salt/Uppu Powder,https://www.bigbasket.com/pd/40142905/gooddiet-himalayan-pink-rock-salt-powder-1-kg/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,110,85,23
"Atta - Gold 5 kg Pouch + Madhur Sugar - Natural, Sulphur Free 5 kg",https://www.bigbasket.com/pd/1221404/pillsbury-atta-gold-5-kg-pouch-madhur-sugar-natural-sulphur-free-5-kg-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,635,463.80,27
Walnut Kernels/Akharot Tukda 200gm + Cashew Whole 500gm + Raisins Indian 500gm,https://www.bigbasket.com/pd/1206899/bb-popular-walnut-kernelsakharot-tukda-200gm-cashew-whole-500gm-raisins-indian-500gm-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,1360,825,39
Basmati Rice/Basmati Akki - Rozana Premium,https://www.bigbasket.com/pd/40161711/bb-royal-basmati-rice-rozana-premium-5-kg-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,575,434,25
Rice - Idli 5 Kg + Urad Gota - Whole 2 Kg + Fried Gram/Bengal Gram 500 Gm,https://www.bigbasket.com/pd/1204241/bb-royal-rice-idli-5-kg-urad-gota-whole-2-kg-fried-grambengal-gram-500-gm-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,835,612,27
bbPopular Cashew Whole + Almond Californian Giri (100G) + bbRoyal Dry Dates 100G,https://www.bigbasket.com/pd/1206891/bb-combo-bbpopular-cashew-whole-almond-californian-giri-100g-bbroyal-dry-dates-100g-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,350,237,32
Maida 1 Kg + Besan Flour 1 Kg + Rice - Flour 1 Kg,https://www.bigbasket.com/pd/1204249/bb-royal-maida-1-kg-besan-flour-1-kg-rice-flour-1-kg-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,275,177,36
Organic - Sona Masoori Raw Rice (5 kg)+ Brown Sugar 1 kg +Toor Dal 1 kg,https://www.bigbasket.com/pd/1202083/bb-royal-organic-sona-masoori-raw-rice-5-kg-brown-sugar-1-kg-toor-dal-1-kg-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,854,584,32
Filtered Groundnut Oil,https://www.bigbasket.com/pd/274166/safal-filtered-groundnut-oil-1-l-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,205,192,13
"Chilli - Guntur, Stemless",https://www.bigbasket.com/pd/20000442/bb-royal-chilli-guntur-stemless-500-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,400,269,33
Cow Desi Ghee/Tuppa,https://www.bigbasket.com/pd/1212447/fresho-organic-cow-desi-gheetuppa-2x1-l/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,2600,1578,39
Masoor Dal/Mysore Bele,https://www.bigbasket.com/pd/40058665/bb-popular-masoor-dal-200-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,32,27,16
"Lite - 15% Low Sodium Iodised Salt, Helps Blood Pressure & For Healthy Lifestyle",https://www.bigbasket.com/pd/241601/tata-salt-lite-15-low-sodium-iodised-salt-1-kg-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,50,42,16
Olive Oil - Extra Light 2 L Bottle + Durum Wheat Pasta Penne Rigate 500 g Pouch,https://www.bigbasket.com/pd/1212929/borges-olive-oil-extra-light-2-l-bottle-durum-wheat-pasta-penne-rigate-500-g-pouch-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,2899,1529.57,47
Organic - Methi/Menthya,https://www.bigbasket.com/pd/40072477/bb-royal-organic-methi-200-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,44,37,16
Organic - Methi/Menthya,https://www.bigbasket.com/pd/40072477/bb-royal-organic-methi-200-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,44,37,16
Poha/Avalakki/Aval/Chivda - Thick 1 kg + Idli Rice 2 kg+ Idli Sooji/Rava 1 kg,https://www.bigbasket.com/pd/1206905/bb-royal-pohaavalakkiavalchivda-thick-1-kg-idli-rice-2-kg-idli-soojirava-1-kg-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,290,206,29
Idli Sooji/Rava,https://www.bigbasket.com/pd/20000401/bb-royal-idli-sooji-2-kg-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,120,85,29
"Atta - Multigrain 5 kg Pouch + Madhur Sugar - Natural, Sulphur Free 5 kg",https://www.bigbasket.com/pd/1221406/pillsbury-atta-multigrain-5-kg-pouch-madhur-sugar-natural-sulphur-free-5-kg-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,662,481.89,27
Salt/Uppu - Crystal,https://www.bigbasket.com/pd/248005/akar-salt-crystal-1-kg-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,26,15.50,40
Bb Royal Idli Rice (1 kg) + Dosa Rice 1Kg + Whole/Gota Urad 1Kg,https://www.bigbasket.com/pd/1200452/bb-combo-bb-royal-idli-rice-1-kg-dosa-rice-1kg-wholegota-urad-1kg-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,335,254,24
Dosa Rice/Akki,https://www.bigbasket.com/pd/40160056/super-saver-dosa-rice-5-kg/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,275,204,26
Dosa Rice/Akki,https://www.bigbasket.com/pd/40160056/super-saver-dosa-rice-5-kg/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,275,204,26
Organic Cold Pressed Groundnut Cooking Oil,https://www.bigbasket.com/pd/1213799/bb-royal-organic-organic-cold-pressed-groundnut-cooking-oil-2x1l-spout-pack/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,890,710,20
"Unpolished Chana Dal - Premium, For Indian Meals, Easy To Cook",https://www.bigbasket.com/pd/40000290/tata-sampann-unpolished-chana-dal-1-kg-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,125,100,20
Bb Royal Red Chilli/Lal Mirch 50Gm + Coriander/Dhania Seeds 500Gm,https://www.bigbasket.com/pd/1200455/bb-combo-bb-royal-red-chillilal-mirch-50gm-corianderdhania-seeds-500gm-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,600,368,39
jaggery powder PP,https://www.bigbasket.com/pd/40187967/parrys-amrit-powdered-jaggery-500-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,55,41,25
Organic - Sugar/Sakkare,https://www.bigbasket.com/pd/40093610/bb-royal-organic-sugar-2-kg/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,215,124,42
Bullet Raw Rice,https://www.bigbasket.com/pd/40234013/bb-royal-bullet-raw-rice-aged-cleaned-hygienically-packed-25-kg/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,2250,1900,16
Organic Pumpkin Seeds/Kumbalakayi Bija,https://www.bigbasket.com/pd/40089601/bb-royal-organic-pumpkin-seeds-50-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,52,45,13
Toor/Arhar Dal,https://www.bigbasket.com/pd/10000412/bb-popular-toorarhar-dal-5-kg-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,950,714,25
Green Moong Whole/Hesaru Kaalu - Sabut,https://www.bigbasket.com/pd/20000437/bb-royal-green-moong-wholesabut-1-kg-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,180,144,20
"Atta With 9 Multigrain - High-Fibre & High Protein Soft Rotis, Fortified",https://www.bigbasket.com/pd/40214912/bb-royal-multigrain-atta-10-kg/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,650,520,20
"Atta With 9 Multigrain - High-Fibre & High Protein Soft Rotis, Fortified",https://www.bigbasket.com/pd/40214912/bb-royal-multigrain-atta-10-kg/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,650,520,20
Toor/Arhar Dal,https://www.bigbasket.com/pd/40159898/super-saver-toorarhar-dal-desi-2-kg-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,370,282,24
Oil - Groundnut,https://www.bigbasket.com/pd/134006/dhara-oil-groundnut-5-l-can/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,1300,1141,12
Organic - Ragi Flour,https://www.bigbasket.com/pd/1208909/bb-royal-organic-ragi-flour-2x1-kg/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,160,124,23
"Toor/Arhar Dal, 1 kg + Moong Dal, 1 kg + Masoor Dal, 1 kg",https://www.bigbasket.com/pd/1200530/bb-popular-toorarhar-dal-1-kg-moong-dal-1-kg-masoor-dal-1-kg-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,530,427,19
Masoor Dal/Mysore Bele,https://www.bigbasket.com/pd/40058664/bb-royal-masoor-dal-200-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,37,28,24
Amrit - Brown Sugar/Sakkare,https://www.bigbasket.com/pd/40052563/parrys-brown-sugar-500-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,50,41,18
Besan/Kadale Hittu - Fine,https://www.bigbasket.com/pd/40124987/tata-sampann-besan-fine-200-g-0/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,0,Rs,0
Fine Besan/Kadale Hittu - 100% Chana Dal,https://www.bigbasket.com/pd/20005214/tata-sampann-100-chana-dalfine-besan-1-kg-0/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,125,97,22
Palakkad Red Matta Boiled Rice - Unda,https://www.bigbasket.com/pd/40295239/bb-royal-palakkad-red-matta-boiled-rice-unda-26-kg-bag/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,1850,1345,27
Organic - Green Moong Whole/Hesaru Kaalu,https://www.bigbasket.com/pd/40135845/bb-royal-organic-green-moong-whole-2-kg/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,355,275,23
Rice/Akki - Jeera/Jeeraga Samba,https://www.bigbasket.com/pd/40128944/bb-royal-rice-jeerajeeraga-samba-5-kg/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,650,481,26
Turmeric Powder/Arisina Pudi,https://www.bigbasket.com/pd/268037/mtr-powder-turmeric-100-g-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,0,Rs,0
Maida,https://www.bigbasket.com/pd/40159986/super-saver-maida-1-kg-0/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,62,44,29
Refined Oil - Rice Bran,https://www.bigbasket.com/pd/40013921/mr-gold-refined-oil-rice-bran-1-l-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,150,116,23
